Date	Confirm Time	Side	Stock	Unit	Price	Amount	Fee	VAT	Net Amount
20/06/2019	09:45:30	B	S50U19C1125	9	25.50	229.50	180.00	12.60	46,092.60
20/06/2019	09:46:40	B	S50U19C1125	1	25.50	25.50	20.00	1.40	5,121.40
20/06/2019	10:08:45	S	S50U19C1150	2	13.50	27.00	40.00	2.80	5,357.20
19/06/2019	15:18:53	B	S50U19C1100	10	40.70	407.00	200.00	14.00	81,614.00
19/06/2019	15:19:12	S	S50U19P1050	20	3.20	64.00	400.00	28.00	12,372.00
19/06/2019	16:16:17	S	S50U19C1125	3	26.00	78.00	60.00	4.20	15,535.80
19/06/2019	16:16:45	S	S50U19C1125	2	26.00	52.00	40.00	2.80	10,357.20
19/06/2019	16:17:50	S	S50U19C1125	5	25.00	125.00	100.00	7.00	24,893.00
18/06/2019	15:40:44	S	S50U19C1100	5	25.00	125.00	100.00	7.00	24,893.00
11/06/2019	15:12:33	B	S50U19P1050	10	6.00	60.00	200.00	14.00	12,214.00
05/06/2019	15:01:17	B	S50U19P1025	3	4.00	12.00	60.00	4.20	2,464.20
05/06/2019	16:15:19	B	S50U19P1025	1	4.00	4.00	20.00	1.40	821.40
05/06/2019	16:16:08	B	S50U19P1025	1	4.00	4.00	20.00	1.40	821.40
04/06/2019	15:30:37	B	S50U19P1050	5	10.00	50.00	100.00	7.00	10,107.00
04/06/2019	15:39:32	B	S50U19P1025	5	5.00	25.00	100.00	7.00	5,107.00
04/06/2019	15:55:36	B	S50U19P1050	1	9.00	9.00	20.00	1.40	1,821.40
04/06/2019	15:56:28	B	S50U19P1050	2	9.00	18.00	40.00	2.80	3,642.80
04/06/2019	16:12:39	B	S50U19P1050	7	9.00	63.00	140.00	9.80	12,749.80
31/05/2019	09:54:22	S	S50U19P1050	20	12.00	240.00	400.00	28.00	47,572.00
31/05/2019	16:13:57	S	S50U19P1050	10	13.50	135.00	200.00	14.00	26,786.00
31/05/2019	16:13:57	S	S50U19P1050	5	13.50	67.50	100.00	7.00	13,393.00
31/05/2019	16:14:06	S	S50U19P1050	5	13.50	67.50	100.00	7.00	13,393.00
28/05/2019	11:37:55	B	S50U19P1050	10	11.00	110.00	200.00	14.00	22,214.00
28/05/2019	11:37:55	B	S50U19P1050	20	11.00	220.00	400.00	28.00	44,428.00
28/05/2019	11:37:55	B	S50U19P1050	10	11.00	110.00	200.00	14.00	22,214.00
22/05/2019	15:32:12	S	S50U19C1100	5	12.50	62.50	100.00	7.00	12,393.00
