Series,Contract No.,BuySell,Contract,Price,Premium Amount,Brokerage Fee,VAT,WH,Charge Amount   Date  
S50H19,BH-00909,B,5,1031.50,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00910,B,5,1034.90,0.00,85.50,5.99,0.00,91.49
S50H19,BH-00911,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00912,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00913,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00914,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00915,B,1,1034.90,0.00,17.10,1.20,0.00,18.30
S50H19,BH-00916,B,2,1034.90,0.00,34.20,2.39,0.00,36.59
S50H19,BH-00917,B,1,1035.00,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00918,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00919,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00920,B,2,1044.50,0.00,34.20,2.39,0.00,36.59
S50H19,BU-00921,B,1,1044.50,0.00,17.10,1.20,0.00,18.30
S50H19,BU-00922,B,10,1043.00,0.00,171.00,11.97,0.00,182.97
S50H19,SE-00923,S,2,1045.50,0.00,34.20,2.39,0.00,36.59
S50H19,SE-00924,S,2,1045.50,0.00,34.20,2.39,0.00,36.59
S50H19,SE-00925,S,5,1045.50,0.00,85.50,5.99,0.00,91.49
S50H19,SE-00926,S,1,1045.50,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00927,S,5,1048.00,0.00,85.50,5.99,0.00,91.49
S50H19,BU-00928,B,4,1048.70,0.00,68.40,4.79,0.00,73.19
S50H19,BU-00929,B,1,1048.70,0.00,17.10,1.18,0.00,18.28
S50H19P1050,BU-00930,B,10,40.00,-80000.00,351.00,24.57,0.00,375.57  04012019
S50H19,SH-00533,S,3,1061.50,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00534,S,1,1061.50,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00535,S,1,1061.50,0.00,17.10,1.20,0.00,18.30   07012019
S50H19C1075,BH-00681,B,1,23.00,-4600.00,35.10,2.46,0.00,37.56
S50H19C1075,BH-00682,B,1,23.00,-4600.00,35.10,2.46,0.00,37.56
S50H19P1050,BU-00683,B,1,24.20,-4840.00,35.10,2.46,0.00,37.56
S50H19P1050,BU-00684,B,9,24.40,-43920.00,315.90,22.11,0.00,338.01
S50H19P1075,BH-00685,B,4,38.50,-30800.00,140.40,9.83,0.00,150.23
S50H19P1075,BH-00686,B,4,38.50,-30800.00,140.40,9.83,0.00,150.23
S50H19P1100,BH-00687,B,2,56.00,-22400.00,70.20,4.91,0.00,75.11
S50H19P1100,BH-00688,B,1,56.00,-11200.00,35.10,2.46,0.00,37.56
S50H19P1100,BH-00689,B,1,56.00,-11200.00,35.10,2.46,0.00,37.56
S50H19P1100,BH-00690,B,1,56.00,-11200.00,35.10,2.45,0.00,37.55   09012019
S50H19P1025,SH-00897,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00898,S,1,15.00,3000.00,35.10,2.46,0.00,37.56
S50H19P1025,SH-00899,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00900,S,2,15.00,6000.00,70.20,4.91,0.00,75.11
S50H19P1025,SH-00901,S,3,15.00,9000.00,105.30,7.37,0.00,112.67
S50H19P1050,SE-00902,S,1,24.30,4860.00,35.10,2.46,0.00,37.56
S50H19P1050,SE-00903,S,5,24.20,24200.00,175.50,12.29,0.00,187.79
S50H19P1050,SE-00904,S,4,24.20,19360.00,140.40,9.83,0.00,150.23  11012019
S50H19,SH-00573,S,2,1061.00,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00574,S,3,1061.00,0.00,51.30,3.59,0.00,54.89
S50H19,SH-00575,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00576,S,5,1058.70,0.00,85.50,5.99,0.00,91.49
S50H19,SH-00577,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00578,S,1,1058.70,0.00,17.10,1.20,0.00,18.30
S50H19,SH-00579,S,2,1058.70,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00580,S,2,1058.70,0.00,34.20,2.39,0.00,36.59
S50H19,SH-00581,S,8,1058.70,0.00,136.80,9.58,0.00,146.38
S50H19,BH-00582,B,15,1052.00,0.00,256.50,17.95,0.00,274.45  14012019
S50H19,BH-00540,B,10,1055.40,0.00,171.00,11.97,0.00,182.97
S50H19P1025,SH-00541,S,10,17.00,34000.00,351.00,24.57,0.00,375.57  15012019
